Item No.,Item Description
XLOC34517,LOCTITE WHITE ANTI-SEIZE HI-TEMP 8 OZ.
X1204517,SCREWDRIVER FOR ST TERMINAL BLOCKS .6X3.5X100MM
XA11517,4.0MM E TYPE RETAINING RINGS DIN 1500 - PHOS/OIL
XTR38517,DRILL BIT MASONRY 1/4 X 6
XST517,"AIR SAW BLADE TAPERED SCROLL 3-1/2"" 24 TPI 5/PKG"
XCGW35517,"CUT OFF WHEEL  6"" X .045"" X 7/8"" TYPE 1, ALUMINUM OXIDE WITH ZIRCONIA AO"
XFBU518,"NON-INSULATED, FLAT BLADE TERMINAL, 12-10GA"
XUA34518,"CE 5"" HOOK AND LOOP DISC 220X"
XA15518,AUVECO GM DOOR ROD CLIP 25/BX
XCGW35518,"ZIRCONIA CUT OFF WHEEL, 7"" X .045 X 7/8"""
XTR83518,HEX DIE 1/2-20
XA12518,AUVECO HEX FLANGE LOCKNUTS 25
XA20518,AUVECO RADIATOR SHIELD   10/BX
XMCC1518,"HOSE CLAMP OETIKER STYLE 2-EAR SIZE 5/8"", .591 CLOSED .709 OPEN"
X13RS097518,NYLON SPACER .390 I.D. .975 O.D. 1.18 THICK
XUA22519,DS 9 X 1/4 X 5/8-11 ULT GRIND
M519,"MILTON REPLACEMENT WHIP HOSE 15"" 3/8-24 THREADS"
XUA37519,"PAPER DISCS HOOK AND LOOP 5"" 180 GRIT W/O VACUUM HOLES"
XA21519,AUVECO BUMPER AND GRILL RETAINER 25/BOX
XA19519,AUVECO WINDSHIELD GARNISH MOULDING 15/BOX
XST519,"AIR SAW BLADE TAPERED SCROLL 5"" 18 TPI 5/PKG"
XA11519,AUVECO E CLIP 6MM 100/BOX
XA17519,"AUVECO KEENSERT INSERTS 25/BX 1/4""-20, TAP 3/8""-16"
XBU-1825-2,"BANANA PLUG SOLDERLESS, STACKABLE, RED"
XSTT25-2,TAMPER PROOF TORX BIT #25 X 2
XCT5-2,"CARBIDE HOLE CUTTER 2"" X 3/16"""
X3-520125-2,TERMINAL FEMALE NYLON-INS  16-14 GAUGE
VKBH5-2,"KEYCHAIN BIT HOLDERS, BLACK, 5 PIECES"
XPW18M3CF5-2,"PRIMARY WIRE GPT 1,000' SPOOL 18 GAUGE, WHITE"
XBPE45-2,"BLACK PIPE 45 DEGREE ELBOW 2"""
X2-520275-2,TERMINAL FEMALE NYLON-INS  22-18 GAUGE
ER70S6035-2,WELDING WIRE ER70S6 .035 2 LBS
XPB30240-52,PARTS BOX HOOK ON BINS 6 X 11 X 5 BLUE
XPB30210-52,"BLUE HOOK ON BINS, 4"" X 5"" X 3"""
XPB30230-52,PARTS BOX HOOK ON BINS 6 X 11 X 5 BLUE
XPB30220-52,"BLUE HOOK ON BINS, 4"" X 7"" X 3"""
XUA60520,QS BELT 2 X 60 1A-X 36
XUA77520,NW BELT 3/4 X 18 BROWN
XUA50520,9S 5 X 7/8 24X B/L DISC
XUA52520,AO 5 X 7/8 120X BULK DISC
XUA80520,2 X 50 YDS 50X HANDY ROLL
XA12520,AUVECO WHEEL HARDWARE 5/BX
XQC602520,BOOSTER CABLE COMBO KIT 2 GAUGE 20 FEET
XUA81520,2 X 50 YDS  150X HANDY ROLL
XM520,MILTON BAYONET GAGE
XA6520,AUVECO XMAS TREE RETAINER KIT 465 PCS
XTR38520,DRILL BIT MASONRY 5/16 X 4
XMIL48390520,BAND SAW BLADE 44 7/8 X 1/2 X .020  18 TPI
XVSM1520,CLEARANCE/MARKER LAMP RED SURFACE MOUNT
XHDT5520,PTFE TAPE OXYGEN & GAS
XP54-520,CIRCUIT BREAKER STRAIGHT BRACKET
XCH5520,"TOGGLE SWITCH, ON/OFF, SPST, 2 SCREWS"
T5520,"TAPE PTFE THREAD SEAL 1/2"" X 520"""
XUA60521,QS BELT 2 X 60 1A-X 40
XUA77521,NW BELT 3/4 X 18 MAROON
XUA36521,"3S PSA DISC 5"" A100C"
XUA50521,9S 5 X 7/8 36X B/L DISC
XUA48521,4-1/2 x .060 x 5/8 C. TILE CR
XUA34521,"CE 5"" HOOK AND LOOP DISC 320X"
XA13521,AUVECO ILLUMINATED TOGGLE SWITCH AMBER
X15492521,"WEATHER PACK CONNECTOR HOUSING 22 POSITION, MALE"
XBA49-25-1521,"OSCILLATING TOOL BLADE, CARBIDE TEETH, 3 9/16"" WIDE"
XM521,MILTON BAYONET GAUGE
XUA60522,QS BELT 2 X 60 1A-X 50
XUA77522,NW BELT 3/4 X 18 BLUE
XUA34522,"CE 5"" HOOK AND LOOP DISC 400X"
XUA50522,9S 5 X 7/8 50X B/L DISC
XUA37522,"4S 5"" HOOK AND LOOP 400X DISC"
XA12522,AUVECO WHEEL HARDWARE 5/BX
XM522,MILTON BAYONET GAGE DUAL HEAD
XA17522,"AUVECO THREAD REPAIT KIT 5/16""-18 (TAP 7/6""-14)"
XA6522,AUVECO FIX KITS
XUA60523,QS BELT 2 X 60 1A-X 60
XUA34523,"CE 5"" HOOK AND LOOP DISC 500X"
XUA36523,"3S PSA DISC 5"" A150C"
XUA37523,"4S 5"" HOOK AND LOOP 500X DISC"
XUA50523,9S 5 X 7/8 60X B/L DISC
XA21523,"AUVECO, FORD MOULDING CLIP W/ SEALER, 10/BOX"
XA11523,"AUVECO E CLIP 10MM SHAFT DIAMETER, 9MM GROOVE, PHOS & OIL, 100/BX"
XA15523,AUVECO TRIM FASTENER 25/BOX
XA13523,AUVECO ILLUMINATED TOGGLE SWITCH RED
XCA0523,5/16 BLU-KROME COIL CHAIN
XST523,"AIR SAW BLADES 4"" 24TPI 5 PER PKG"
XA6523,AUVECO NYLON CONN. AND RUBBER CAP ASSORTMENT 320 PCS
XUA60524,QS BELT 2 X 60 1A-X 80
XUA34524,"CE 5"" HOOK AND LOOP DISC 600X"
XUA36524,"3S PSA DISC 5"" A180C"
XUA37524,"4S 5"" HOOK AND LOOP 600X DISC"
XUA52524,AO 5 X 7/8 24X BULK DISC
XUA57524,7S 5 X 7/8 24X BULK DISC
XMIL48390524,"BAND SAW BLADES, 18 TPI, 1/2"" X 44 7/8"" BI-METAL"
XCGW59524,"ROLL ON QUICK CHANCE DISC, 2"" X 24 GRIT ALUMINUM OXIDE"
XBM361524,AUTO LIGHTING TRIGGER FOR PROPANE TORCH
XTR38524,DRILL BIT MASONRY 3/8 X 4
XA14524,AUVECO DOOR PANEL RETAINER 25/BOX
XUA60525,QS BELT 2 X 60 1A-X 100
XUA34525,"CE 5"" HOOK AND LOOP DISC 800X"
XA12525,AUVECO WHEEL NUTS 3/4-16 5/BOX
A6525,"ASSORTMENT-NYLON RIVET KIT, 16 VARIETIES, 400 PIECES"
XPR9525,PROTO SCREW EXTRACTOR 3/8
XCGW59525,"ROLL ON QUICK CHANCE DISC, 2"" X 36 GRIT ALUMINUM OXIDE"
X3M36525,"GREEN CORPS ROLOC ABRASIVE DISC, 2"" X 40X"
XZ491525,ZENEX FRUIT BASKET METERED AIR FRESHENER 7.25OZ NET WEIGHT
XSLTB525,"HOSE CLAMP, SPRING LOADED T-BOLT, STD DUTY, 5 1/4"" MIN - 5 9/16"" MAX"
XSEY1525,RED INSULATING VARNISH 16 OZ. NET WEIGHT
XA17525,"AUVECO KEENSERT INSERTS  25/BX 3/8""-16 (TAP 1/2""-13)"
XUA37525,"5 INCH HOOK AND LOOP, 80 GRIT, 5 VACCUM HOLES"
XUA60526,QS BELT 2 X 60 1A-X 120
XUA37526,"4S 5"" HOOK AND LOOP 100X VAC-5"
XPR9526,PROTO SCREW EXTRACTOR 9/16
XRO241526,SPRAY GRIP COMFORT GRIP PAINT CAN TRIGGER
VSM9526,"RUBBER MOUNTING GROMMET 6"" LAMP"
XUA34527,"CE 5"" HOOK AND LOOP DISC 1200X"
XA18527,THROTTLE POSITION SENSOR HARNESS CONN
XPR9527,PROTO SCREW EXTRACTOR 21/32
XA15527,AUVECO OIL DRAIN PLUG 5/BOX
XUA37527,"5 INCH HOOK AND LOOP, 120 GRIT, 5 VACCUM HOLES"
XUA37528,"4S 5"" HOOK AND LOOP 150X VAC-5"
XA23528,"AUVECO U NUT 100/BX #8, RANGE .045""-.062"""
XA21528,CHRYSLER MOULDING CLIP 25/BX
XA13528,ROCKER SWITCH 2 POSITION FITS 1-1/8 X 7/16 HOLE
XA15528,AUVECO OIL DRAIN PLUG M16.4 5/BOX
XA17528,"AUVECO THREAD REPAIR INSERT 7/16""-14 (TAP 9/6""-12) 25/BOX"
XUA37529,"4S 5"" HOOK AND LOOP 180X VAC-5"
XCGW61529,"FILE BELT, ZIRCONIA Z3, 1/2"" X 18"", 80 GRIT"
XA14529,AUVECO ROUTING CLIPS 25/BOX
XA15529,"OIL DRIAN PLUG m18-1.5 19MM HEX, 12MM LONG 5/BOX"
XMT1529,A/C SYSTEM VALVE CORE 5/PACKAGE
XVSM52A,"REFLECTOR 2"" AMBER WITH CENTER HOLE"
ASD52B,RIVET BUTTON HEAD ALUM/STEEL 5/32 DIAMETER  GRIP .020-.125
SSD52B,RIVET BUTTON HEAD STEEL/STEEL 5/32 DIAMETER  GRIP .020-.125
AAD52B,RIVET BUTTON HEAD ALUM/ALUM 5/32 DIAM GRIP .062-.125
53,"BULB 53 - MINIATURE BAYONET 0.12 AMPS, 14.4 VOLTS, G-3 1/2"
XM1865-3,MILTON RUBBER WASHER UNIVERSAL COUPLING
XABSE45-3,"ABS 45° UNION ELBOW 3"" HUB X HUB"
XPW18M6SID5-3,"PRIMARY WIRE GPT 1,000' SPOOL"
XCT5-3,CARBIDE TIPPED HOLE CUTTER
3M35-3,"ELECTRICAL TAPE - SCOTCH 35 3/4"" X 66', WHITE"
XUA50530,9S 7 X 7/8 24X B/L DISC
XUA80530,2 X 50 YDS 50X INDUSTRL ROLL
XUA81530,2 X 50 YDS 150X INDUSTRL ROLL
XA20530,"RADIATOR SHROUD RETAINER 20MM HD, 50/BOX"
XA14530,AUVECO ROUTING CLIPS
XP54-530,POLLAK CIRC. BREAKER 30 AMP STRAIGHT BRACKET
TR21530,TIRE REPAIR BLACK VALVE CAP 7572B
XA17530,"AUVECO KEENSERT INSERTS 1/2""-13 (TAP 5/8""-11) 25/BX"
XUA37530,"5 INCH HOOK AND LOOP, 220 GRIT, 5 VACCUM HOLES"
XUA50531,9S 7 X 7/8 36X B/L DISC
XUA48531,4-1/2x.090x5/8 LASER LU PREM
XUA37531,"4S 5"" HOOK AND LOOP 320X VAC-5"
X25531,HERCULES PLASTIC POXY EPOXY - 4OZ
X13RS062531,"NYLON SPACER, 5/8"" OD X 1/4"" ID X 1/4"" THICK, NATURAL, 500/PACK"
X15492531,"WEATHER PACK CONNECTOR HOUSING 22 POSITION, FEMALE"
XSP45531,"SLIP PLATE GRAPHITE DRY LUBRICANT, 12 OZ AEROSOL"
XA20531,AUVECO TRIM RETAINER  25/BX
XLOC56531,LOCTITE THREAD SEALANT 565 50 ML
XLOC51531,LOCTITE 515 THREAD SEALANT 50ML
XLOC54531,LOCTITE 545 THREAD SEALANT 50ML
XUA50532,9S 7 X 7/8 50X B/L DISC
XUA48532,5x.090x5/8 LASER LU PREM
XUA37532,"4S 5"" HOOK AND LOOP 400X VAC-5"
BSM532,"DRILL BIT - BLITZ STORM 3 MECHANIC LENGTH, 5/32"""
XHIB532,HEX INSERT BIT 5/32
XTSM8-532,DRILL BIT DOUBLE ENDED 5/32
XT4D532,DRILL BIT STUBBY 5/32
XTIM1532,"DRILL BIT MECHANICS LENGTH 15/32"""
XTIM532,DRILL BIT MECHANICS LENGTH 5/32
XQ532,GENESIS 4 WAY PENETRANT 20 OZ.
BSM1532,"DRILL BIT - BLITZ STORM 3 MECHANIC LENGTH, 15/32"""
XT9FHD2532,DRILL BIT HEAVY DUTY 25/32 WITH 1/2  FLATTED SHANK
X364PTC6X6X532,"PUSH TO CONNECT, COMPOSITE DOT UNION TEE, 3/8"" XTUBE X 3/8"" TUBE X 5/32"" TUBE"
XEC532,E CLIP FOR 5/32 SHAFT
XERR2532,"RETAINING RING EXTERNAL, 25/32"""
X62PL-532,"PUSH TO CONNECT, NICKEL PLATED BRASS, UNION 5/32"" TUBE"
62PMCX532,"COMPOSITE STRAIGHT UNION, 5/32"" TUBE, AIR BRAKE"
X62PMTX532,"PUSH TO CONNECT BRASS DOT UNION 5/32"" TUBE"
TIHD532,"DRILL BIT - HD BLACK GOLD JOBBER LENGTH, 5/32"""
TID1532,"DRILL BIT-HEAVY DUTY JOBBER LENGTH, 15/32"""
TIHD1532,"DRILL BIT - HD BLACK GOLD JOBBER LENGTH, 15/32"""
NT532,"AIR BRAKE TUBING - NYLON 5/32"" X 100', BLACK"
TID532,"DRILL BIT-HEAVY DUTY JOBBER LENGTH, 5/32"""
X60TFX532,"BRASS TRANSMISSION SPLIT SLEEVE 5/32"""
X61TFX532,"BRASS TRANSMISSION NUT 5/32"""
X62TFX532,"BRASS TRANSMISSION UNION 5/32"""
X62PMX532,"PUSH TO CONNECT BRASS DOT UNION 5/32"" TUBE"
XUA50533,9S 7 X 7/8 60X B/L DISC
XUA37533,"4S 5"" HOOK AND LOOP 60X VAC-5"
XPB45533,"SLIP PLATE #1 SUPERIOR GRIP 1 QUART CAN SOLD BY THE CASE, 6 per CASE"
XTR38533,DRILL BIT MASONRY 1/2 X 6
3M67533,"TAPE, CONSPICUITY 2"" X 50 YDS, 11"" RED -7"" WHITE"
XUA60534,QS BELT 2 X 72 1A-X 36
XUA64534,QS BELT 2 X 72 Z-H 36
XUA48534,7x.090x5/8 LASER LU PREM
XUA37534,"4S 5"" HOOK AND LOOP 60X VAC-8"
XQ534,QUEST MR. MECHANICS AEROS LUBRICANT
XA18534,AUVECO A/C O RINGS 25/BOX
XUA60535,QS BELT 2 X 72 1A-X 40
XUA64535,QS BELT 2 X 72 Z-H 40
XUA77535,NW BELT 2 X 60 BROWN
XA6535,AUVECO EXTENSION SPRING ASSORTMENT
XPERM57535,PERMATEX SEAL + LOCK THREAD COMPOUND 1.18 oz
X5410535,"5/16"" SHACKLES"
XUA37535,"PAPER DISC HOOK AND LOOP 5"" W/VACUUM HOLES 80 GRIT"
XC2535,CONTROL CABLE 18 GAUGE 3 COND SHIELDED
3M67535,"TAPE CONSPICUITY, 2  X 50 YDS 6  RED, 6  WHITE EDGE SEALED"
XA17535,"AUVECO THREAD REPAIR 3/4""-10 (TAP 1-1/8""-12)  10/BOX"
XND12535,"GEL THREADLOCKER MEDIUM STR. 35 mL BLUE, PUMP BOTTLE"
XND13535,"GEL THREADLOCKER HIGH STRENGTH 35 mL  RED, PUMP BOTTLE"
XUA60536,QS BELT 2 X 72 1A-X 50
XUA64536,QS BELT 2 X 72 Z-H 50
XUA58536,B/L DISC 3Z 5 X 7/8 36 GRIT
XUA37536,"4S 5"" HOOK AND LOOP 100X VAC-8"
XUA52536,AO 5 X 7/8 36X BULK DISC
XUA57536,"7S, 5"" WITH 7/8 ARBOR, CERAMIC COATED DISK, 36 GRIT"
XUA59536,FIBER DISC 5 X 7/8 36 GRIT ZIRCONIUM
XUA60537,QS BELT 2 X 72 1A-X 60
XUA64537,QS BELT 2 X 72 Z-H 60
3M67537,"TAPE CONSPICUITY, 2  X 50 YDS SOLID WHITE"
XCGW59537,"ROLL ON QUICK CHANGE DISC, 3"" X 36 GRIT ALUMINUM OXIDE"
XUA37537,"PAPER DISC HOOK AND LOOP 5"" 120 GRIT W/VACUUM HOLES"
X4537,BEAM LAMP 4537  SEALED
XA18537,"AUVECO, BLUE NEOPRENE O-RINGS 25/BOX"
XUA60538,QS BELT 2 X 72 1A-X 80
XUA64538,QS BELT 2 X 72 Z-H 80
XUA37538,"4S 5"" HOOK AND LOOP 150X VAC-8"
XA19538,AUVECO OIL DRAIN PLUG GASKET 50/BOX
XQ538,DRY SILICONE SPRAY FOOD GRADE CLEAR
XUA60539,QS BELT 2 X 72 1A-X 100
XUA37539,"4S 5"" HOOK AND LOOP 180X VAC-8"
XPERM20539,PERMATEX GASKET SHELLAC 2 OUNCE
XVSH53A,53 PIECE BIT AND HAND DRIVER SET
XVSM53A,"REFLECTOR 2"" STICK ON AMBER"
XC6353A,CONTROL CABLE UNSHIELDED PVC JACKET 20 GAUGE 4 CONDUCTOR
X16743-5-4,"MALE INV SAE 45° SWIVEL 45° EL 1/2""-20 THREAD, 1/4"" HOSE"
X16943-5-4,"MALE INV SAE 45° SWIVEL 90° EL 1/2""-20 THREAD, 1/4"" HOSE"
XKLN605-4,"KLEIN 1/4"" CABINET TIP SCREWDRIVER 4"" SHANK"
XSNIC0375-4,"LYNCH PIN 3/8"" X 4"" SINGLE WIRE HANDLE"
XMS685-4,MILTON 3 IN 1 AIR MANIFOLD 1/4
XCT5-4,"CARBIDE TIPPED HOLE CUTTER 4"""
XM1865-4,"MILTON UNIVERSAL COUPLING WASHER 1-1/4"" TO 2"""
X13743-5-4,"FEMALE JIC 37° SWIVEL 45° EL SHORT DROP 1/2""-20, 1/4"" H"
X13943-5-4,"FEMALE JIC 37° SWIVEL 90° EL SHORT DROP 1/2""-20, 1/4"" H"
X10343-5-4,"MALE JIC 37° RIGID 1/2""-20 , 1/4"" HOSE"
X10643-5-4,"FEMALE JIC 37° SWIVEL 1/2""-20 THREAD, 1/4"" HOSE"
3M35-4,"ELECTRICAL TAPE - SCOTCH 35 3/4"" X 66', BROWN"
XUA60540,QS BELT 2 X 72 1A-X 120
XUA77540,NW BELT 6 X 48 BROWN
X4426540,"PEERLESS, SLIDE BOLT, 3/8"" SWIVEL EYE, 2-15/16 OAL, ZP"
XA13540,"AUVECO, PIGTAIL SOCKET ASSEMBLY SD MARKER LIGHTS"
XUA36540,"3S 5"" HOOK AND LOOP 80X DISC"
XQ540,FOOD GRADE LUBRICANT PROTECTANT AEROSOL
XP54-540,POLLAK 40 AMP CIRC. BREAKER STRAIGHT BRACKET
X3MSJ3540,3M RECLOSABLE FASTENER HOOK 1 X 50 YD BLACK TYPE 250
XA18540,AUVECO A/C O RINGS 015 25/BOX
XUA37541,"4S 5"" HOOK AND LOOP 320X VAC-8"
XUA48541,4-1/2x.090x5/8 LASER LV PREM+
XUA36541,"3S 5"" HOOK AND LOOP 100X DISC"
XUA77541,NW BELT 6 X 48 MAROON
XA17541,AUVECO METRIC THREAD REPAIR
XCGW59541,"CGW ROLL ON ABRASIVE DISC 3"", 80 GRIT ALUMINUM OXIDE"
XQ541,QUEST COBRA COIL AND FIN CLEANER AEROSOL
XA19541,"AUVECO HOOD INSULATION RETAINER 1"" HD, 9/32""DIA, 5/8""L 50/BOX"
XUA37542,"4S 5"" HOOK AND LOOP 400X VAC-8"
XUA48542,5x.090x5/8 LASER LV PREM+
XUA36542,"3S 5"" HOOK AND LOOP 120X DISC"
X3MSJ3542,"3M DUAL LOCK BLACK TYPE 170 1"" BLACK 50 YDS SPOOL SJ3542"
XA20542,AUVECO PUSH-TYPE RETAINER 25/BOX
XA17542,AUVECO METRIC THREAD REPAIR INSERTS M10-1.50 10/BOX
XA6542,"AUVECO PUSH-TYPE RETAINER KIT 11 SIZES, 325 PIECES"
XQ542,GEAR LUBE EF OPEN GEAR LUBE
XUA36543,"3S 5"" HOOK AND LOOP 150X DISC"
XUA37543,"4V 5"" HOOK AND LOOP 800X VAC-8"
XA13543,"PIGTAIL SOCKET ASEMBLY PARK/STOP/TAIL LIGHTS, 1/BOX"
XA6543,AUVECO OEM ELECTRICAL TERMINAL AND TOOLS 263 PIECES
XM32543,BRASS HOSE FERRULE .975 I.D..843 LONG
XA20543,AUVECO HOOK INSULATION RETAINER 15/BOX
XCH5543,SWITCH MOUNTED IN RECESSED FACEPLATE SWITCH GUARD
XA14543,PLASTIC RAZOR BLADE 25/BX
XC2543,CONTROL CABLE 18 GAUGE 4 COND. GRAY PVC JACKET SHIELDED
XA15543,AUVECO COVER RETAINER 50/BOX
XUA37544,"4V 5"" HOOK & LOOP 1000X VAC-8"
XUA48544,7x.090x5/8 LASER LV PREM+
XUA36544,"3S 5"" HOOK AND LOOP 180X DISC"
XCGW49544,"GREEN GRIND GRINDING WHEEL, TYPE 27, 4-1/2"" X 5/32"" X 5/8-11 36 GRIT"
XVSM44544,"TAIL LIGHT STOP/TAIL/TURN KIT 4"" RED 24 LED W/GROMMET,PLUG"
XQ544,DRY MOLY LUBRICANT SPRAY AEROSOL
XUA37545,"4V 5"" HOOK & LOOP 1200X VAC-8"
XA14545,AUVECO LOOM ROUTING CLIPS  25/
XUA36545,"3S 5"" HOOK AND LOOP 220X DISC"
XA2545,10-24 X 1 1/2 SLOTTED ROUND HD MACHINE SCREW ZINC
XA15545,AUVECO STAINLESS BUMPER BOLT 25/BOX
XA20545,AUVECO TRIM PANEL RETAINER EXPEDITION & NAVIGATOR 25/PACK
XA8545,AUVECO TUBULAR NUT FOR 5/32 STUD  HOLE DIA 7/32 100/BOX
XLOC545,LOCTITE 545 THREAD SEALANT 10ML
XA19545,AUVECO OIL DRAIN PLUG CRUSHABLE GASKET 10/BOX
XUA37546,"4V 5"" HOOK & LOOP 1500X VAC-8"
XA14546,AUVECO ROUTING CLIPS   25/BX
XA14547,AUVECO WIRE LOOM ROUTING CLIP 25/BOX
XUA36548,"3S 5"" HOOK AND LOOP 320X DISC"
XW4T548,WESTWARD LENSE
XW45M548,WESTWARD FRONT COVER LENSE
XS40548,"3"" QUICK CHANGE POLISHING PAD PACK OF 25"
XA13549,AUVECO SOCKET ASSEMBLY 1/BX
XVSM1549,CLEARANCE/MARKER LIGHT RED CATS-EYE
XA22549,"TAPPING SCREW, 7MMX12.5MMX19M, ZINC ORGANIC, 25/BOX"
XA6549,AUVECO FIX KIT 24 VARIETIES 254 PIECES
MS54A,MIG GAS DIFFUSER TWECO STYLE 400 AMP
VSM4054A,"LIGHT TAIL STOP/TURN KIT 4"" ROUND AMB, GROMMET, PIGTAIL"
AAD54B,RIVET BUTTON HEAD ALUM/ALUM 5/32 DIAM GRIP .188-.250
ASD54B,RIVET BUTTON HEAD ALUM/STEEL 5/32 DIAM GRIP .188-.250
SSD54B,RIVET BUTTON HEAD STEEL/STEEL 5/32 DIAM GRIP .188-.250
XVSM4054C,"SEALED 4"" ROUND UTILITY L CLEAR BACKUP LIGHT W/GROMMET AND PLUG"
XM47354D,"RIVET NUT STEEL 1/4""-20 STEEL LOW PROFILE"
XVSM6054W,OVAL SEALED BACK-UP KIT CLEAR
X10643-5-5,"FEMALE JIC 37° SWIVEL 1/2""-20 THREAD, 5/16"" HOSE"
X23920-5-5,HOSE FITTING MALE JIC RIGID
XCT5-5,"CARBIDE TIPPED HOLE CUTTER 5"""
XKLND245-5,"KLEIN 5"" DIAGONAL CUTTING PLIERS TAPERED NOSE"
WTK-25-5,ASSORTMENT-WILLIAMS TRUCK BUILD KIT
X20620-5-5,"HOSE FITTING FEMALE JIC 37° SW 1/4"" HOSE 5/16"" TUBE"
XKLND275-5,"KLEIN FLUSH CUTTER, LIGHTWEIGHT, 5"""
3M35-5,"ELECTRICAL TAPE - SCOTCH 35 3/4"" X 66', YELLOW"
XUA75550,SAITLAM FG 5 X 7/8 2AX 50X
XUA57550,7S 5 X 7/8 50X BULK DISC
XUA37550,"4V 5"" HOOK AND LOOP 800X DISC"
XUA52550,AO 5 X 7/8 50X BULK DISC
XPNC550,"PLASTIC NUT COVER, 0.550"" ACROSS THE FLATS"
XWELD550,WELLER SOLDER GUN
XAPPCG902550,CORD GRIP 90 DEGREE
XMIL48390550,10/14 TPI 44-7/8” X 1/2” X .020 THICKNESS
XA6550,AUVECO PUSH-TYPE RETAINER ASST. 369 PCS
XUVS8550,UVEX BIONIX REPLACEMENT VISOR FACESHIELD CLEAR
XV022550,VELVAC T BOLT HOSE CLAMP 2-1/2 TO 2-13/16 RANGE
XP54-550,POLLAK 50 AMP CIRC. BREAKER STRAIGHT BRACKET
XLOC49550,LOCTITE 495 SUPER BONDER 1OZ INSTANT ADHESIVE
FL550,FLASHER - THERMAL 3 PRONG TIN TYPE ROUND
XUA37551,"4V 5"" HOOK AND LOOP 1000X DISC"
XUA6551,B/L 4 X .020CS 5/8-11 CRIMP CP
XH336551,"GREASE FITTING EXTENSION, 1/4""-28 X"
XA6551,TOYOTA AND LEXUS RETAINERS AND RETAINING CLIPS ASSORTMENT
XUA36551,"3S 5"" HOOK AND LOOP 100X VAC-5"
XRS31551,RECTOR SEAL TRU BLUE PIPE SEALANT 8 OZ 1/2 PINT
XUA37552,"4V 5"" HOOK AND LOOP 1200X DISC"
XA19552,TOYOTA COWL PNL/LUGGAGE COMP RETAINER 16MM HD DIA
XA6552,AUVECO PUSH TYPE RETAINER KIT 229 PIECES 24 STYLES
XA8552,AUVECO BUMPER BOLTS 25/BOX
XUA09552,WIRE CUP BRUSH 5 X .020 5/8-11 ARBOR
FL552,FLASHER - THERMAL 2 PRONG TIN TYPE ROUND
XUA37553,"4V 5"" HOOK AND LOOP 1500X DISC"
XUA9553,6 X .020 X 5/8-11 CRIMP CUP
XUA36553,"3S 5"" HOOK AND LOOP 150X VAC-5"
XA6553,AUVECO FIX KIT OIL DRAIN PLUGS & GASKETS 55PC
XAP553,TIRE CRAYONS - WHITE
XUA06553,"WIRE CUP BRUSH - CRIMPED, 6"" X.020"" WIRE X 5/8""-11 ARBOR"
XUA6554,B/L 5 X .020SS 5/8-11 CRIMP CP
XUA9554,5 X .020 SS 5/8-11 CRIMP CUP
XA6554,JIS FLANGE BOLTS AND SPIN LOCK NUTS ASSORTMENT
XQ554,DEFENSE EF-METAL PARTS PROTECT
XA2554,AUVECO WASHER LOCK NUTS 6-32 100/BOX
XUA36555,"3S 5"" HOOK AND LOOP 220X VAC-5"
XUA09555,"WIRE BRUSH WHEEL 6 X .008 5/8, 1/2 ARBOR"
XA2555,AUVECO WASHER NUTS   100/BX
XUA37556,"4V 5"" HOOK & LOOP 1200X VAC-5"
XUA06556,WIRE WHEEL 8 X .014 X 5/8
XDC73556,SWITCH ROUND ROCKER SPST
XUA37557,"4V 5"" HOOK & LOOP 1500X VAC-5"
XQ557,"METHYLENE CHLORIDE-FREE PAINT REMOVER AEROSOL 11 OZ, 12/CASE"
XA6557,"METAL SPECIALTY RIVETS 24 VARIETEIS, 624 PIECES"
XA20557,PHIL HEX SEMS TAP SCREW M6.3-1.81 X 20MM 50/BX
XUA09557,"WIRE BRUSH WHEEL 6 X .014 5/8, 1/2 ARBOR"
XUA06557,"BENCH WIRE WHEEL 6 X .014 5/8,1/2  ARBOR"
XV022557,"VELVAC T BOLT HOSE CLAMP 5-1/4"" TO 5-9/16"""
XKLN32557,KLEIN MULTI-BIT SCREWDRIVER/NUT DRIVER
XUA36558,"3S 5"" HOOK AND LOOP 320X VAC-5"
XCGW49558,"QUICK CHANGE DISC, COTTON FIBER, ROLL ON, 3"" A36F"
XVSM558,FLASHER - LED 12 VOLT 2 PRONG
XA13558,AUVECO SOCKET ASSEMBLY 1/BOX
XUA06558,WIRE WHEEL FOR BENCH GRINDER 6 X .014 NARROW FACE
XUA09558,"WIRE BRUSH WHEEL 6 X .014 5/8, 1/2 ARBOR"
XKLN32558,KLEIN RATCHETING SCREWDRIVER/NUT DRIVER
XA2558,AUVECO WASHER LOCK NUTS 100/BOX
XSL558,"ELECTRICAL CONNECTOR BUTT 22-26 GAUGE RUN AND TAP, FLAME RETARDANT"
XLOC23559,"LOCTITE FIXMASTER 2000 PUTTY, 8 OZ CAN"
XA19559,"AUVECO SINGLE BOND HOSE CLAMPS 5/16"" SIZE 25/BOX"
XUA09559,BENCH WIRE WHEEL 7 X .014 X 5/8  WIDE FACE WIDTH
XA20955B,PUSH TYPE RETAINER BULK 125/CASE
XTV555D,"TIRE VALVE FOR ALUMINUM RIM, 2.6"" OVERALL LENGTH"
XP7155J,VERTICAL HANGER 1/4-20 STEEL 50/PKG
